r	f_numeric	f_exact
0.41145	0.27266	0.27266
0.4115	0.27268	0.27268
0.41156	0.2727	0.27271
0.41161	0.27273	0.27273
0.41167	0.27275	0.27275
0.41173	0.27277	0.27277
0.41178	0.27279	0.27279
0.41184	0.27281	0.27282
0.4119	0.27284	0.27284
0.41195	0.27286	0.27286
0.41201	0.27288	0.27288
0.41207	0.2729	0.2729
0.41212	0.27292	0.27292
0.41218	0.27295	0.27295
0.41223	0.27297	0.27297
0.41229	0.27299	0.27299
0.41235	0.27301	0.27301
0.4124	0.27303	0.27303
0.41246	0.27306	0.27306
0.41252	0.27308	0.27308
0.41257	0.2731	0.2731
0.41263	0.27312	0.27312
0.41268	0.27314	0.27314
0.41274	0.27317	0.27317
0.4128	0.27319	0.27319
0.41285	0.27321	0.27321
0.41291	0.27323	0.27323
0.41297	0.27325	0.27325
0.41302	0.27327	0.27328
0.41308	0.2733	0.2733
0.41314	0.27332	0.27332
0.41319	0.27334	0.27334
0.41325	0.27336	0.27336
0.4133	0.27338	0.27338
0.41336	0.27341	0.27341
0.41342	0.27343	0.27343
0.41347	0.27345	0.27345
0.41353	0.27347	0.27347
0.41359	0.27349	0.27349
0.41364	0.27352	0.27352
0.4137	0.27354	0.27354
0.41376	0.27356	0.27356
0.41381	0.27358	0.27358
0.41387	0.2736	0.2736
0.41392	0.27362	0.27363
0.41398	0.27365	0.27365
0.41404	0.27367	0.27367
0.41409	0.27369	0.27369
0.41415	0.27371	0.27371
0.41421	0.27373	0.27373
0.41426	0.27376	0.27376
0.41432	0.27378	0.27378
0.41438	0.2738	0.2738
0.41443	0.27382	0.27382
0.41449	0.27384	0.27384
0.41454	0.27386	0.27387
0.4146	0.27389	0.27389
0.41466	0.27391	0.27391
0.41471	0.27393	0.27393
0.41477	0.27395	0.27395
0.41483	0.27397	0.27397
0.41488	0.274	0.274
0.41494	0.27402	0.27402
0.415	0.27404	0.27404
0.41505	0.27406	0.27406
0.41511	0.27408	0.27408
0.41517	0.2741	0.27411
0.41522	0.27413	0.27413
0.41528	0.27415	0.27415
0.41533	0.27417	0.27417
0.41539	0.27419	0.27419
0.41545	0.27421	0.27421
0.4155	0.27423	0.27424
0.41556	0.27426	0.27426
0.41562	0.27428	0.27428
0.41567	0.2743	0.2743
0.41573	0.27432	0.27432
0.41579	0.27434	0.27434
0.41584	0.27437	0.27437
0.4159	0.27439	0.27439
0.41596	0.27441	0.27441
0.41601	0.27443	0.27443
0.41607	0.27445	0.27445
0.41613	0.27447	0.27448
0.41618	0.2745	0.2745
0.41624	0.27452	0.27452
0.41629	0.27454	0.27454
0.41635	0.27456	0.27456
0.41641	0.27458	0.27458
0.41646	0.2746	0.27461
0.41652	0.27463	0.27463
0.41658	0.27465	0.27465
0.41663	0.27467	0.27467
0.41669	0.27469	0.27469
0.41675	0.27471	0.27471
0.4168	0.27474	0.27474
0.41686	0.27476	0.27476
0.41692	0.27478	0.27478
0.41697	0.2748	0.2748
0.41703	0.27482	0.27482
0.41709	0.27484	0.27484
0.41714	0.27487	0.27487
0.4172	0.27489	0.27489
0.41725	0.27491	0.27491
0.41731	0.27493	0.27493
0.41737	0.27495	0.27495
0.41742	0.27497	0.27497
0.41748	0.275	0.275
0.41754	0.27502	0.27502
0.41759	0.27504	0.27504
0.41765	0.27506	0.27506
0.41771	0.27508	0.27508
0.41776	0.2751	0.2751
0.41782	0.27513	0.27513
0.41788	0.27515	0.27515
0.41793	0.27517	0.27517
0.41799	0.27519	0.27519
0.41805	0.27521	0.27521
0.4181	0.27523	0.27523
0.41816	0.27526	0.27526
0.41822	0.27528	0.27528
0.41827	0.2753	0.2753
0.41833	0.27532	0.27532
0.41839	0.27534	0.27534
0.41844	0.27536	0.27536
0.4185	0.27539	0.27539
0.41856	0.27541	0.27541
0.41861	0.27543	0.27543
0.41867	0.27545	0.27545
0.41872	0.27547	0.27547
0.41878	0.27549	0.27549
0.41884	0.27552	0.27552
0.41889	0.27554	0.27554
0.41895	0.27556	0.27556
0.41901	0.27558	0.27558
0.41906	0.2756	0.2756
0.41912	0.27562	0.27562
0.41918	0.27564	0.27565
0.41923	0.27567	0.27567
0.41929	0.27569	0.27569
0.41935	0.27571	0.27571
0.4194	0.27573	0.27573
0.41946	0.27575	0.27575
0.41952	0.27577	0.27578
0.41957	0.2758	0.2758
0.41963	0.27582	0.27582
0.41969	0.27584	0.27584
0.41974	0.27586	0.27586
0.4198	0.27588	0.27588
0.41986	0.2759	0.27591
0.41991	0.27593	0.27593
0.41997	0.27595	0.27595
0.42003	0.27597	0.27597
0.42008	0.27599	0.27599
0.42014	0.27601	0.27601
0.4202	0.27603	0.27603
0.42025	0.27606	0.27606
0.42031	0.27608	0.27608
0.42037	0.2761	0.2761
0.42042	0.27612	0.27612
0.42048	0.27614	0.27614
0.42054	0.27616	0.27616
0.42059	0.27618	0.27619
0.42065	0.27621	0.27621
0.42071	0.27623	0.27623
0.42076	0.27625	0.27625
0.42082	0.27627	0.27627
0.42088	0.27629	0.27629
0.42093	0.27631	0.27631
0.42099	0.27634	0.27634
0.42105	0.27636	0.27636
0.4211	0.27638	0.27638
0.42116	0.2764	0.2764
0.42122	0.27642	0.27642
0.42127	0.27644	0.27644
0.42133	0.27646	0.27647
0.42139	0.27649	0.27649
0.42144	0.27651	0.27651
0.4215	0.27653	0.27653
0.42156	0.27655	0.27655
0.42161	0.27657	0.27657
0.42167	0.27659	0.27659
0.42173	0.27662	0.27662
0.42178	0.27664	0.27664
0.42184	0.27666	0.27666
0.4219	0.27668	0.27668
0.42195	0.2767	0.2767
0.42201	0.27672	0.27672
0.42207	0.27674	0.27674
0.42212	0.27677	0.27677
0.42218	0.27679	0.27679
0.42224	0.27681	0.27681
0.42229	0.27683	0.27683
0.42235	0.27685	0.27685
0.42241	0.27687	0.27687
0.42246	0.27689	0.2769
0.42252	0.27692	0.27692
0.42258	0.27694	0.27694
0.42263	0.27696	0.27696
0.42269	0.27698	0.27698
0.42275	0.277	0.277
0.4228	0.27702	0.27702
0.42286	0.27704	0.27705
0.42292	0.27707	0.27707
0.42297	0.27709	0.27709
0.42303	0.27711	0.27711
0.42309	0.27713	0.27713
0.42314	0.27715	0.27715
0.4232	0.27717	0.27717
0.42326	0.27719	0.2772
0.42331	0.27722	0.27722
0.42337	0.27724	0.27724
0.42343	0.27726	0.27726
0.42348	0.27728	0.27728
0.42354	0.2773	0.2773
0.4236	0.27732	0.27732
0.42365	0.27734	0.27735
0.42371	0.27737	0.27737
0.42377	0.27739	0.27739
0.42382	0.27741	0.27741
0.42388	0.27743	0.27743
0.42394	0.27745	0.27745
0.424	0.27747	0.27747
0.42405	0.27749	0.2775
0.42411	0.27752	0.27752
0.42417	0.27754	0.27754
0.42422	0.27756	0.27756
0.42428	0.27758	0.27758
0.42434	0.2776	0.2776
0.42439	0.27762	0.27762
0.42445	0.27764	0.27765
0.42451	0.27767	0.27767
0.42456	0.27769	0.27769
0.42462	0.27771	0.27771
0.42468	0.27773	0.27773
0.42473	0.27775	0.27775
0.42479	0.27777	0.27777
0.42485	0.27779	0.27779
0.4249	0.27782	0.27782
0.42496	0.27784	0.27784
0.42502	0.27786	0.27786
0.42507	0.27788	0.27788
0.42513	0.2779	0.2779
0.42519	0.27792	0.27792
0.42524	0.27794	0.27794
0.4253	0.27796	0.27797
0.42536	0.27799	0.27799
0.42542	0.27801	0.27801
0.42547	0.27803	0.27803
0.42553	0.27805	0.27805
0.42559	0.27807	0.27807
0.42564	0.27809	0.27809
0.4257	0.27811	0.27811
0.42576	0.27814	0.27814
0.42581	0.27816	0.27816
0.42587	0.27818	0.27818
0.42593	0.2782	0.2782
0.42598	0.27822	0.27822
0.42604	0.27824	0.27824
0.4261	0.27826	0.27826
0.42615	0.27828	0.27829
0.42621	0.27831	0.27831
0.42627	0.27833	0.27833
0.42632	0.27835	0.27835
0.42638	0.27837	0.27837
0.42644	0.27839	0.27839
0.4265	0.27841	0.27841
0.42655	0.27843	0.27843
0.42661	0.27845	0.27846
0.42667	0.27848	0.27848
0.42672	0.2785	0.2785
0.42678	0.27852	0.27852
0.42684	0.27854	0.27854
0.42689	0.27856	0.27856
0.42695	0.27858	0.27858
0.42701	0.2786	0.2786
0.42706	0.27863	0.27863
0.42712	0.27865	0.27865
0.42718	0.27867	0.27867
0.42724	0.27869	0.27869
0.42729	0.27871	0.27871
0.42735	0.27873	0.27873
0.42741	0.27875	0.27875
0.42746	0.27877	0.27877
0.42752	0.2788	0.2788
0.42758	0.27882	0.27882
0.42763	0.27884	0.27884
0.42769	0.27886	0.27886
0.42775	0.27888	0.27888
0.4278	0.2789	0.2789
0.42786	0.27892	0.27892
0.42792	0.27894	0.27894
0.42797	0.27897	0.27897
0.42803	0.27899	0.27899
0.42809	0.27901	0.27901
0.42815	0.27903	0.27903
0.4282	0.27905	0.27905
0.42826	0.27907	0.27907
0.42832	0.27909	0.27909
0.42837	0.27911	0.27911
0.42843	0.27913	0.27914
0.42849	0.27916	0.27916
0.42854	0.27918	0.27918
0.4286	0.2792	0.2792
0.42866	0.27922	0.27922
0.42872	0.27924	0.27924
0.42877	0.27926	0.27926
0.42883	0.27928	0.27928
0.42889	0.2793	0.27931
0.42894	0.27933	0.27933
0.429	0.27935	0.27935
0.42906	0.27937	0.27937
0.42911	0.27939	0.27939
0.42917	0.27941	0.27941
0.42923	0.27943	0.27943
0.42928	0.27945	0.27945
0.42934	0.27947	0.27947
0.4294	0.27949	0.2795
0.42946	0.27952	0.27952
0.42951	0.27954	0.27954
0.42957	0.27956	0.27956
0.42963	0.27958	0.27958
0.42968	0.2796	0.2796
0.42974	0.27962	0.27962
0.4298	0.27964	0.27964
0.42985	0.27966	0.27967
0.42991	0.27969	0.27969
0.42997	0.27971	0.27971
0.43003	0.27973	0.27973
0.43008	0.27975	0.27975
0.43014	0.27977	0.27977
0.4302	0.27979	0.27979
0.43025	0.27981	0.27981
0.43031	0.27983	0.27983
0.43037	0.27985	0.27986
0.43043	0.27988	0.27988
0.43048	0.2799	0.2799
0.43054	0.27992	0.27992
0.4306	0.27994	0.27994
0.43065	0.27996	0.27996
0.43071	0.27998	0.27998
0.43077	0.28	0.28
0.43082	0.28002	0.28002
0.43088	0.28004	0.28005
0.43094	0.28007	0.28007
0.431	0.28009	0.28009
0.43105	0.28011	0.28011
0.43111	0.28013	0.28013
0.43117	0.28015	0.28015
0.43122	0.28017	0.28017
0.43128	0.28019	0.28019
0.43134	0.28021	0.28021
0.43139	0.28023	0.28024
0.43145	0.28026	0.28026
0.43151	0.28028	0.28028
0.43157	0.2803	0.2803
0.43162	0.28032	0.28032
0.43168	0.28034	0.28034
0.43174	0.28036	0.28036
0.43179	0.28038	0.28038
0.43185	0.2804	0.2804
0.43191	0.28042	0.28042
0.43197	0.28044	0.28045
0.43202	0.28047	0.28047
0.43208	0.28049	0.28049
0.43214	0.28051	0.28051
0.43219	0.28053	0.28053
0.43225	0.28055	0.28055
0.43231	0.28057	0.28057
0.43237	0.28059	0.28059
0.43242	0.28061	0.28061
0.43248	0.28063	0.28064
0.43254	0.28066	0.28066
0.43259	0.28068	0.28068
0.43265	0.2807	0.2807
0.43271	0.28072	0.28072
0.43277	0.28074	0.28074
0.43282	0.28076	0.28076
0.43288	0.28078	0.28078
0.43294	0.2808	0.2808
0.43299	0.28082	0.28082
0.43305	0.28084	0.28085
0.43311	0.28087	0.28087
0.43317	0.28089	0.28089
0.43322	0.28091	0.28091
0.43328	0.28093	0.28093
0.43334	0.28095	0.28095
0.43339	0.28097	0.28097
0.43345	0.28099	0.28099
0.43351	0.28101	0.28101
0.43357	0.28103	0.28103
0.43362	0.28105	0.28106
0.43368	0.28108	0.28108
0.43374	0.2811	0.2811
0.43379	0.28112	0.28112
0.43385	0.28114	0.28114
0.43391	0.28116	0.28116
0.43397	0.28118	0.28118
0.43402	0.2812	0.2812
0.43408	0.28122	0.28122
0.43414	0.28124	0.28124
0.43419	0.28126	0.28127
0.43425	0.28129	0.28129
0.43431	0.28131	0.28131
0.43437	0.28133	0.28133
0.43442	0.28135	0.28135
0.43448	0.28137	0.28137
0.43454	0.28139	0.28139
0.43459	0.28141	0.28141
0.43465	0.28143	0.28143
0.43471	0.28145	0.28145
0.43477	0.28147	0.28147
0.43482	0.28149	0.2815
0.43488	0.28152	0.28152
0.43494	0.28154	0.28154
0.43499	0.28156	0.28156
0.43505	0.28158	0.28158
0.43511	0.2816	0.2816
0.43517	0.28162	0.28162
0.43522	0.28164	0.28164
0.43528	0.28166	0.28166
0.43534	0.28168	0.28168
0.4354	0.2817	0.2817
0.43545	0.28172	0.28173
0.43551	0.28175	0.28175
0.43557	0.28177	0.28177
0.43562	0.28179	0.28179
0.43568	0.28181	0.28181
0.43574	0.28183	0.28183
0.4358	0.28185	0.28185
0.43585	0.28187	0.28187
0.43591	0.28189	0.28189
0.43597	0.28191	0.28191
0.43603	0.28193	0.28193
0.43608	0.28195	0.28196
0.43614	0.28198	0.28198
0.4362	0.282	0.282
0.43625	0.28202	0.28202
0.43631	0.28204	0.28204
0.43637	0.28206	0.28206
0.43643	0.28208	0.28208
0.43648	0.2821	0.2821
0.43654	0.28212	0.28212
0.4366	0.28214	0.28214
0.43666	0.28216	0.28216
0.43671	0.28218	0.28218
0.43677	0.2822	0.28221
0.43683	0.28223	0.28223
0.43688	0.28225	0.28225
0.43694	0.28227	0.28227
0.437	0.28229	0.28229
0.43706	0.28231	0.28231
0.43711	0.28233	0.28233
0.43717	0.28235	0.28235
0.43723	0.28237	0.28237
0.43729	0.28239	0.28239
0.43734	0.28241	0.28241
0.4374	0.28243	0.28243
0.43746	0.28245	0.28246
0.43751	0.28248	0.28248
0.43757	0.2825	0.2825
0.43763	0.28252	0.28252
0.43769	0.28254	0.28254
0.43774	0.28256	0.28256
0.4378	0.28258	0.28258
0.43786	0.2826	0.2826
0.43792	0.28262	0.28262
0.43797	0.28264	0.28264
0.43803	0.28266	0.28266
0.43809	0.28268	0.28268
0.43815	0.2827	0.28271
0.4382	0.28273	0.28273
0.43826	0.28275	0.28275
0.43832	0.28277	0.28277
0.43837	0.28279	0.28279
0.43843	0.28281	0.28281
0.43849	0.28283	0.28283
0.43855	0.28285	0.28285
0.4386	0.28287	0.28287
0.43866	0.28289	0.28289
0.43872	0.28291	0.28291
0.43878	0.28293	0.28293
0.43883	0.28295	0.28295
0.43889	0.28297	0.28298
0.43895	0.283	0.283
0.43901	0.28302	0.28302
0.43906	0.28304	0.28304
0.43912	0.28306	0.28306
0.43918	0.28308	0.28308
0.43924	0.2831	0.2831
0.43929	0.28312	0.28312
0.43935	0.28314	0.28314
0.43941	0.28316	0.28316
0.43946	0.28318	0.28318
0.43952	0.2832	0.2832
0.43958	0.28322	0.28322
0.43964	0.28324	0.28324
0.43969	0.28326	0.28327
0.43975	0.28329	0.28329
0.43981	0.28331	0.28331
0.43987	0.28333	0.28333
0.43992	0.28335	0.28335
0.43998	0.28337	0.28337
0.44004	0.28339	0.28339
0.4401	0.28341	0.28341
0.44015	0.28343	0.28343
0.44021	0.28345	0.28345
0.44027	0.28347	0.28347
0.44033	0.28349	0.28349
0.44038	0.28351	0.28351
0.44044	0.28353	0.28353
0.4405	0.28355	0.28356
0.44056	0.28358	0.28358
0.44061	0.2836	0.2836
0.44067	0.28362	0.28362
0.44073	0.28364	0.28364
0.44079	0.28366	0.28366
0.44084	0.28368	0.28368
0.4409	0.2837	0.2837
0.44096	0.28372	0.28372
0.44102	0.28374	0.28374
0.44107	0.28376	0.28376
0.44113	0.28378	0.28378
0.44119	0.2838	0.2838
0.44124	0.28382	0.28382
0.4413	0.28384	0.28384
0.44136	0.28386	0.28387
0.44142	0.28389	0.28389
0.44147	0.28391	0.28391
0.44153	0.28393	0.28393
0.44159	0.28395	0.28395
0.44165	0.28397	0.28397
0.4417	0.28399	0.28399
0.44176	0.28401	0.28401
0.44182	0.28403	0.28403
0.44188	0.28405	0.28405
0.44193	0.28407	0.28407
0.44199	0.28409	0.28409
0.44205	0.28411	0.28411
0.44211	0.28413	0.28413
0.44216	0.28415	0.28415
0.44222	0.28417	0.28418
0.44228	0.28419	0.2842
0.44234	0.28422	0.28422
0.44239	0.28424	0.28424
0.44245	0.28426	0.28426
0.44251	0.28428	0.28428
0.44257	0.2843	0.2843
0.44262	0.28432	0.28432
0.44268	0.28434	0.28434
0.44274	0.28436	0.28436
0.4428	0.28438	0.28438
0.44285	0.2844	0.2844
0.44291	0.28442	0.28442
0.44297	0.28444	0.28444
0.44303	0.28446	0.28446
0.44309	0.28448	0.28448
0.44314	0.2845	0.2845
0.4432	0.28452	0.28453
0.44326	0.28454	0.28455
0.44332	0.28457	0.28457
0.44337	0.28459	0.28459
0.44343	0.28461	0.28461
0.44349	0.28463	0.28463
0.44355	0.28465	0.28465
0.4436	0.28467	0.28467
0.44366	0.28469	0.28469
0.44372	0.28471	0.28471
0.44378	0.28473	0.28473
0.44383	0.28475	0.28475
0.44389	0.28477	0.28477
0.44395	0.28479	0.28479
0.44401	0.28481	0.28481
0.44406	0.28483	0.28483
0.44412	0.28485	0.28485
0.44418	0.28487	0.28487
0.44424	0.28489	0.28489
0.44429	0.28491	0.28492
0.44435	0.28494	0.28494
0.44441	0.28496	0.28496
0.44447	0.28498	0.28498
0.44452	0.285	0.285
0.44458	0.28502	0.28502
0.44464	0.28504	0.28504
0.4447	0.28506	0.28506
0.44475	0.28508	0.28508
0.44481	0.2851	0.2851
0.44487	0.28512	0.28512
0.44493	0.28514	0.28514
0.44499	0.28516	0.28516
0.44504	0.28518	0.28518
0.4451	0.2852	0.2852
0.44516	0.28522	0.28522
0.44522	0.28524	0.28524
0.44527	0.28526	0.28526
0.44533	0.28528	0.28528
0.44539	0.2853	0.28531
0.44545	0.28532	0.28533
0.4455	0.28534	0.28535
0.44556	0.28537	0.28537
0.44562	0.28539	0.28539
0.44568	0.28541	0.28541
0.44573	0.28543	0.28543
0.44579	0.28545	0.28545
0.44585	0.28547	0.28547
0.44591	0.28549	0.28549
0.44597	0.28551	0.28551
0.44602	0.28553	0.28553
0.44608	0.28555	0.28555
0.44614	0.28557	0.28557
0.4462	0.28559	0.28559
0.44625	0.28561	0.28561
0.44631	0.28563	0.28563
0.44637	0.28565	0.28565
0.44643	0.28567	0.28567
0.44648	0.28569	0.28569
0.44654	0.28571	0.28571
0.4466	0.28573	0.28573
0.44666	0.28575	0.28575
0.44672	0.28577	0.28578
0.44677	0.28579	0.2858
0.44683	0.28582	0.28582
0.44689	0.28584	0.28584
0.44695	0.28586	0.28586
0.447	0.28588	0.28588
0.44706	0.2859	0.2859
0.44712	0.28592	0.28592
0.44718	0.28594	0.28594
0.44723	0.28596	0.28596
0.44729	0.28598	0.28598
0.44735	0.286	0.286
0.44741	0.28602	0.28602
0.44747	0.28604	0.28604
0.44752	0.28606	0.28606
0.44758	0.28608	0.28608
0.44764	0.2861	0.2861
0.4477	0.28612	0.28612
0.44775	0.28614	0.28614
0.44781	0.28616	0.28616
0.44787	0.28618	0.28618
0.44793	0.2862	0.2862
0.44798	0.28622	0.28622
0.44804	0.28624	0.28624
0.4481	0.28626	0.28626
0.44816	0.28628	0.28629
0.44822	0.2863	0.28631
0.44827	0.28632	0.28633
0.44833	0.28635	0.28635
0.44839	0.28637	0.28637
0.44845	0.28639	0.28639
0.4485	0.28641	0.28641
0.44856	0.28643	0.28643
0.44862	0.28645	0.28645
0.44868	0.28647	0.28647
0.44874	0.28649	0.28649
0.44879	0.28651	0.28651
0.44885	0.28653	0.28653
0.44891	0.28655	0.28655
0.44897	0.28657	0.28657
0.44902	0.28659	0.28659
0.44908	0.28661	0.28661
0.44914	0.28663	0.28663
0.4492	0.28665	0.28665
0.44926	0.28667	0.28667
0.44931	0.28669	0.28669
0.44937	0.28671	0.28671
0.44943	0.28673	0.28673
0.44949	0.28675	0.28675
0.44955	0.28677	0.28677
0.4496	0.28679	0.28679
0.44966	0.28681	0.28681
0.44972	0.28683	0.28683
0.44978	0.28685	0.28685
0.44983	0.28687	0.28687
0.44989	0.28689	0.28689
0.44995	0.28691	0.28692
0.45001	0.28693	0.28694
0.45007	0.28695	0.28696
0.45012	0.28697	0.28698
0.45018	0.287	0.287
0.45024	0.28702	0.28702
0.4503	0.28704	0.28704
0.45035	0.28706	0.28706
0.45041	0.28708	0.28708
0.45047	0.2871	0.2871
0.45053	0.28712	0.28712
0.45059	0.28714	0.28714
0.45064	0.28716	0.28716
0.4507	0.28718	0.28718
0.45076	0.2872	0.2872
0.45082	0.28722	0.28722
0.45088	0.28724	0.28724
0.45093	0.28726	0.28726
0.45099	0.28728	0.28728
0.45105	0.2873	0.2873
0.45111	0.28732	0.28732
0.45116	0.28734	0.28734
0.45122	0.28736	0.28736
0.45128	0.28738	0.28738
0.45134	0.2874	0.2874
0.4514	0.28742	0.28742
0.45145	0.28744	0.28744
0.45151	0.28746	0.28746
0.45157	0.28748	0.28748
0.45163	0.2875	0.2875
0.45169	0.28752	0.28752
0.45174	0.28754	0.28754
0.4518	0.28756	0.28756
0.45186	0.28758	0.28758
0.45192	0.2876	0.2876
0.45198	0.28762	0.28762
0.45203	0.28764	0.28764
0.45209	0.28766	0.28766
0.45215	0.28768	0.28768
0.45221	0.2877	0.2877
0.45226	0.28772	0.28772
0.45232	0.28774	0.28774
0.45238	0.28776	0.28776
0.45244	0.28778	0.28778
0.4525	0.2878	0.28781
0.45255	0.28782	0.28783
0.45261	0.28784	0.28785
0.45267	0.28786	0.28787
0.45273	0.28788	0.28789
0.45279	0.2879	0.28791
0.45284	0.28793	0.28793
0.4529	0.28795	0.28795
0.45296	0.28797	0.28797
0.45302	0.28799	0.28799
0.45308	0.28801	0.28801
0.45313	0.28803	0.28803
0.45319	0.28805	0.28805
0.45325	0.28807	0.28807
0.45331	0.28809	0.28809
0.45337	0.28811	0.28811
0.45342	0.28813	0.28813
0.45348	0.28815	0.28815
0.45354	0.28817	0.28817
0.4536	0.28819	0.28819
0.45366	0.28821	0.28821
0.45371	0.28823	0.28823
0.45377	0.28825	0.28825
0.45383	0.28827	0.28827
0.45389	0.28829	0.28829
0.45395	0.28831	0.28831
0.454	0.28833	0.28833
0.45406	0.28835	0.28835
0.45412	0.28837	0.28837
0.45418	0.28839	0.28839
0.45424	0.28841	0.28841
0.45429	0.28843	0.28843
0.45435	0.28845	0.28845
0.45441	0.28847	0.28847
0.45447	0.28849	0.28849
0.45453	0.28851	0.28851
0.45458	0.28853	0.28853
0.45464	0.28855	0.28855
0.4547	0.28857	0.28857
0.45476	0.28859	0.28859
0.45482	0.28861	0.28861
0.45487	0.28863	0.28863
0.45493	0.28865	0.28865
0.45499	0.28867	0.28867
0.45505	0.28869	0.28869
0.45511	0.28871	0.28871
0.45516	0.28873	0.28873
0.45522	0.28875	0.28875
0.45528	0.28877	0.28877
0.45534	0.28879	0.28879
0.4554	0.28881	0.28881
0.45545	0.28883	0.28883
0.45551	0.28885	0.28885
0.45557	0.28887	0.28887
0.45563	0.28889	0.28889
0.45569	0.28891	0.28891
0.45574	0.28893	0.28893
0.4558	0.28895	0.28895
0.45586	0.28897	0.28897
0.45592	0.28899	0.28899
0.45598	0.28901	0.28901
0.45604	0.28903	0.28903
0.45609	0.28905	0.28905
0.45615	0.28907	0.28907
0.45621	0.28909	0.28909
0.45627	0.28911	0.28911
0.45633	0.28913	0.28913
0.45638	0.28915	0.28915
0.45644	0.28917	0.28917
0.4565	0.28919	0.28919
0.45656	0.28921	0.28921
0.45662	0.28923	0.28923
0.45667	0.28925	0.28925
0.45673	0.28927	0.28927
0.45679	0.28929	0.28929
0.45685	0.28931	0.28931
0.45691	0.28933	0.28933
0.45696	0.28935	0.28935
0.45702	0.28937	0.28937
0.45708	0.28939	0.28939
0.45714	0.28941	0.28941
0.4572	0.28943	0.28943
0.45726	0.28945	0.28945
0.45731	0.28947	0.28947
0.45737	0.28949	0.28949
0.45743	0.28951	0.28951
0.45749	0.28953	0.28953
0.45755	0.28955	0.28955
0.4576	0.28957	0.28957
0.45766	0.28959	0.28959
0.45772	0.28961	0.28961
0.45778	0.28963	0.28963
0.45784	0.28965	0.28965
0.4579	0.28967	0.28967
0.45795	0.28969	0.28969
0.45801	0.28971	0.28971
0.45807	0.28973	0.28973
0.45813	0.28975	0.28975
0.45819	0.28977	0.28977
0.45824	0.28979	0.28979
0.4583	0.28981	0.28981
0.45836	0.28983	0.28983
0.45842	0.28985	0.28985
0.45848	0.28987	0.28987
0.45854	0.28989	0.28989
0.45859	0.28991	0.28991
0.45865	0.28993	0.28993
0.45871	0.28995	0.28995
0.45877	0.28997	0.28997
0.45883	0.28999	0.28999
0.45888	0.29001	0.29001
0.45894	0.29003	0.29003
0.459	0.29005	0.29005
0.45906	0.29007	0.29007
0.45912	0.29009	0.29009
0.45918	0.29011	0.29011
0.45923	0.29013	0.29013
0.45929	0.29015	0.29015
0.45935	0.29017	0.29017
0.45941	0.29019	0.29019
0.45947	0.29021	0.29021
0.45952	0.29023	0.29023
0.45958	0.29025	0.29025
0.45964	0.29027	0.29027
0.4597	0.29029	0.29029
0.45976	0.29031	0.29031
0.45982	0.29033	0.29033
0.45987	0.29035	0.29035
0.45993	0.29037	0.29037
0.45999	0.29039	0.29039
0.46005	0.29041	0.29041
0.46011	0.29043	0.29043
0.46017	0.29045	0.29045
0.46022	0.29047	0.29047
0.46028	0.29049	0.29049
0.46034	0.29051	0.29051
0.4604	0.29053	0.29053
0.46046	0.29055	0.29055
0.46052	0.29056	0.29057
0.46057	0.29058	0.29059
0.46063	0.2906	0.29061
0.46069	0.29062	0.29063
0.46075	0.29064	0.29065
0.46081	0.29066	0.29067
0.46086	0.29068	0.29068
0.46092	0.2907	0.2907
0.46098	0.29072	0.29072
0.46104	0.29074	0.29074
0.4611	0.29076	0.29076
0.46116	0.29078	0.29078
0.46121	0.2908	0.2908
0.46127	0.29082	0.29082
0.46133	0.29084	0.29084
0.46139	0.29086	0.29086
0.46145	0.29088	0.29088
0.46151	0.2909	0.2909
0.46156	0.29092	0.29092
0.46162	0.29094	0.29094
0.46168	0.29096	0.29096
0.46174	0.29098	0.29098
0.4618	0.291	0.291
0.46186	0.29102	0.29102
0.46191	0.29104	0.29104
0.46197	0.29106	0.29106
0.46203	0.29108	0.29108
0.46209	0.2911	0.2911
0.46215	0.29112	0.29112
0.46221	0.29114	0.29114
0.46226	0.29116	0.29116
0.46232	0.29118	0.29118
0.46238	0.2912	0.2912
0.46244	0.29122	0.29122
0.4625	0.29124	0.29124
0.46256	0.29126	0.29126
0.46261	0.29128	0.29128
0.46267	0.2913	0.2913
0.46273	0.29132	0.29132
0.46279	0.29134	0.29134
0.46285	0.29136	0.29136
0.46291	0.29138	0.29138
0.46297	0.2914	0.2914
0.46302	0.29142	0.29142
0.46308	0.29144	0.29144
0.46314	0.29146	0.29146
0.4632	0.29147	0.29148
0.46326	0.29149	0.2915
0.46332	0.29151	0.29152
0.46337	0.29153	0.29154
0.46343	0.29155	0.29155
0.46349	0.29157	0.29157
0.46355	0.29159	0.29159
0.46361	0.29161	0.29161
0.46367	0.29163	0.29163
0.46372	0.29165	0.29165
0.46378	0.29167	0.29167
0.46384	0.29169	0.29169
0.4639	0.29171	0.29171
0.46396	0.29173	0.29173
0.46402	0.29175	0.29175
0.46407	0.29177	0.29177
0.46413	0.29179	0.29179
0.46419	0.29181	0.29181
0.46425	0.29183	0.29183
0.46431	0.29185	0.29185
0.46437	0.29187	0.29187
0.46443	0.29189	0.29189
0.46448	0.29191	0.29191
0.46454	0.29193	0.29193
0.4646	0.29195	0.29195
0.46466	0.29197	0.29197
0.46472	0.29199	0.29199
0.46478	0.29201	0.29201
0.46483	0.29203	0.29203
0.46489	0.29205	0.29205
0.46495	0.29207	0.29207
